Bron: Thumbs up?,Titel resultaat,Ranking,Link/resultaat,"Query ",Relevant?,vrije tags page,Bronnen DB,Bron: Inst/Bedrijf,Toegankelijkheid doelgroep (indruk),Soort Resultaat,Bron: Vrije labels,Bron: Commerciality,Bron: Sector,Q: soort,Bron: reclame,Opmerking,Q: Ranking vrije labels,Bron: doel,Bron: Trackers,OnderzoekNr,Related to Bronnen DB test (Resultaten DB),Bronnen: URL domein,Query: Video Schooltv,Created by,Bron-Status,Created time,Bron: Onderwerp
Nee,Home — Eeterij D'n Bal,1,https://www.denbal.nl/,de bal (https://www.notion.so/de-bal-8f8ac50816a448e9acfe596b7d37b9f8?pvs=21),niet_relevant,homepage,denbal.nl (https://www.notion.so/denbal-nl-44089133619144f996aa701f5665f360?pvs=21),,nvt,transactional,"bedrijfsinfo/uithangbord,webshop",commercieel,Horeca/Uitgaan,Eén woord,no_ads,Typisch - matcht niet eens 1:1,,product-/bedrijfsinfo + uithangbord,3,1,,https://www.denbal.nl/,-,Maarten Sprenger,Done,"January 2, 2024 10:43 AM",
Ja,Ezel (dier) - Wikipedia,1,https://nl.wikipedia.org/wiki/Ezel_(dier),Ezel (https://www.notion.so/Ezel-93e7c29b363e4e5f8798bf4c54e2ecd9?pvs=21),relevant,,wikipedia.org  (https://www.notion.so/wikipedia-org-e3d64286bdb549248cfdba53a463a692?pvs=21),Wikimedia Foundation inc,redelijk_begrijpelijk,informatief,"community,informatie_primair_doel,user_generated_content,wiki",not_for_profit,NGO/Goede doelen site,Eén woord,no_ads,,,gebruikersplatform met kwaliteitsinformatie,1,1,,https://nl.wikipedia.org/,4,Carsten Schnober,Done,"December 25, 2023 10:52 AM",
Just-in-case,Varkentje Rund - YouTube,1,https://www.youtube.com/channel/UC-gWB8UFc0q7gxrrY4ZwR8g,varkentje (https://www.notion.so/varkentje-92d94d04e008426088cc83cd86c5ff18?pvs=21),relevant,,youtube.com/@VarkentjeRundje (https://www.notion.so/youtube-com-VarkentjeRundje-855865799f434270896ee5df05fe975a?pvs=21),,nvt,informatief,"BigTech,doelgroep PO/8-12,entertainment,infinite_scroll,social_media",commercieel,Publieke_omroep,Eén woord,limited_ads,,Bijna alleen 1 bron op de query,entertainment,25,1,,https://www.youtube.com/@VarkentjeRundje/,-,Carsten Schnober,In progress,"December 25, 2023 10:29 AM",
Just-in-case,Official Ferrari website,1,https://www.ferrari.com/en-NL,ferrari (https://www.notion.so/ferrari-926313d637694548a14fcfcefa8892ee?pvs=21),relevant,homepage,ferrari.com (https://www.notion.so/ferrari-com-228af3df447f407b84c45e4b4d41ff78?pvs=21),Ferrari,nvt,transactional,"bedrijfsinfo/uithangbord,promotioneel",commercieel,Winkels en bedrijven div,Named entity,company_promotion,,,product-/bedrijfsinfo + uithangbord,7,1,,ferrari.com,-,Carsten Schnober,Done,"December 25, 2023 10:05 AM",
Ja,David de Gea - Wikipedia,1,https://nl.wikipedia.org/wiki/David_de_Gea,de gea (https://www.notion.so/de-gea-8b6224a0dd094c348a080aa3bedd55db?pvs=21),relevant,,wikipedia.org  (https://www.notion.so/wikipedia-org-e3d64286bdb549248cfdba53a463a692?pvs=21),Wikimedia Foundation inc,redelijk_begrijpelijk,informatief,"community,informatie_primair_doel,user_generated_content,wiki",not_for_profit,NGO/Goede doelen site,Named entity,no_ads,,,gebruikersplatform met kwaliteitsinformatie,1,1,,https://nl.wikipedia.org/,-,Carsten Schnober,Done,"December 24, 2023 2:30 PM",
Ja,Piramide van Cheops - Wikipedia,1,https://nl.wikipedia.org/wiki/Piramide_van_Cheops,PIRAMIDES CHEOPS (https://www.notion.so/PIRAMIDES-CHEOPS-79f58d5e708748cdbb9313ba021c8cc3?pvs=21),relevant,,wikipedia.org  (https://www.notion.so/wikipedia-org-e3d64286bdb549248cfdba53a463a692?pvs=21),Wikimedia Foundation inc,complex,informatief,"community,informatie_primair_doel,user_generated_content,wiki",not_for_profit,NGO/Goede doelen site,Named entity,no_ads,,,gebruikersplatform met kwaliteitsinformatie,1,1,,https://nl.wikipedia.org/,-,Maarten Sprenger,Done,"December 15, 2023 5:47 PM",
Ja,"Wie één leven redt, redt de hele wereld - Thomas - Godsdienstonderwijs.be",1,https://www.kuleuven.be/thomas/page/rechtvaardigen/,mens red peuter van dak racist (https://www.notion.so/mens-red-peuter-van-dak-racist-a637441feea44612b4187b9380224e8a?pvs=21),niet_relevant,,kuleuven.be/thomas (https://www.notion.so/kuleuven-be-thomas-911a91f7b7354862b4b7b246b5128840?pvs=21)," Faculteit Theologie en Religiewetenschappen, KU Leuven",complex,informatief,,not_for_profit,Universiteit/Hogeschool,2 of meer woorden,no_ads,,,wetenschaps-informatie,1,1,,https://www.kuleuven.be/thomas,"-  (JJ 1, klokhuis 4)",Maarten Sprenger,Done,"December 15, 2023 5:11 PM",
Ja,Wat is je spijsvertering? - Maag Lever Darm Stichting,1,"https://www.mlds.nl/spijsvertering/wat-is-je-spijsvertering/#:~:text=De%20slokdarm%20kan%20je%20zien,houdt%20ondertussen%20het%20maagzuur%20tegen.",taak slokdarm (https://www.notion.so/taak-slokdarm-8629f11ce2e64f618b4bf26b26ce9bcc?pvs=21),relevant,,mlds.nl (https://www.notion.so/mlds-nl-2986a7dbb019473aa8a46e05d1737d2f?pvs=21),Maag Lever Darm Stichting,redelijk_begrijpelijk,informatief,"kennisbank/centrum,promotioneel",not_for_profit,NGO/Goede doelen site,2 of meer woorden,company_promotion,,,kwaliteitsinfo-gezondheidsorganisaties,4,1,,https://www.mlds.nl,2 t/m 9,Maarten Sprenger,Done,"December 15, 2023 4:43 PM",gezondheid
Just-in-case,Spreekbeurt Nederlands Straatkinderen | Scholieren.com,1,https://www.scholieren.com/verslag/spreekbeurt-nederlands-straatkinderen-24853,Hoe komen straatkinderen aan eten (https://www.notion.so/Hoe-komen-straatkinderen-aan-eten-a004afe6c2f14b359b366c6c0540bf34?pvs=21),relevant,,scholieren.com (https://www.notion.so/scholieren-com-065c731540c243e48a33d4ce81ffbca0?pvs=21),Scholieren.com B.V.,complex,informatief,user_generated_content,commercieel,Online-bedrijven educatief,Vragen,many_ads,,,gebruikersplatform geen kwaliteitsgarantie comm.,9,1,,https://www.scholieren.com,- (samsam 2),Maarten Sprenger,Almost completed,"December 15, 2023 4:24 PM",
Just-in-case,handgranaat - Google Zoeken Afbeeldingen,1,https://www.google.nl/search?sa=X&sca_esv=591216765&biw=1280&bih=1088&q=handgranaat&tbm=isch&source=univ&fir=sKFJZ9Gn7JDF8M%252CWJ6f6bIdFH9gFM%252C_%253BHl8tXffwOAv9-M%252CuS3fz0ce5jHGzM%252C_%253Bp9ZZXJkiA35l1M%252Cvlyq0SprltmpPM%252C_%253B2geUfNrpIcu0WM%252CVmhZkbeFkOkplM%252C_%253BZt_KlJ2uJVsVvM%252CC71U8UMevzOiYM%252C_%253BBGbBwAgnoZptGM%252CJH1KyS5VsmHzgM%252C_%253B2JR-hpfMcfBBLM%252Cz6Kw0alXaFy_eM%252C_%253BGIDbGAzd-ns0PM%252CR67FS1KRdzWmQM%252C_%253BtvW5r_Rx6NgS8M%252C-42bUwd9X4U5JM%252C_%253BEnZJdxlRfhg9SM%252C3aXL0BQVfGJ_AM%252C_%253BAHTrbMdhfH9RBM%252CsIsAG3RolKJRWM%252C_%253BsMTtYGgF32HrwM%252Ci1rZrEPFfgNuMM%252C_%253Bdn4nf3cY-RneAM%252CLHt12ttdeUL6vM%252C_%253BWvmZVqUbuZLeJM%252CVmhZkbeFkOkplM%252C_%253BRy_6fz4zd8j1qM%252CwDcJtmSqCwCnKM%252C_&usg=AI4_-kTsieogx-eUqHPCt_rfRe41ODOUoQ,handgranat (https://www.notion.so/handgranat-90a3d5354c33449facaa771c9600ba59?pvs=21),relevant,zoekmachine_facet_link,google.nl/com (https://www.notion.so/google-nl-com-7c0c28e0af774374ba7898b99657f780?pvs=21),Aphabet,nvt,navigational,"BigTech,zoekmachines",commercieel,BigTech,Eén woord,many_ads,,,informatieproduct div. commercieel,13,1,,https://www.google.com/,"- (Jeugdjournaal, 6)",Maarten Sprenger,Almost completed,"December 15, 2023 2:36 PM",
Ja,Foetus - Wikipedia,1,https://nl.wikipedia.org/wiki/Foetus,wat is een foetus? (https://www.notion.so/wat-is-een-foetus-8fcff143f1344350a31277ac35d5773e?pvs=21),relevant,,wikipedia.org  (https://www.notion.so/wikipedia-org-e3d64286bdb549248cfdba53a463a692?pvs=21),Wikimedia Foundation inc,complex,informatief,"community,informatie_primair_doel,user_generated_content,wiki",not_for_profit,NGO/Goede doelen site,Vragen,no_ads,,,gebruikersplatform met kwaliteitsinformatie,1,1,,https://nl.wikipedia.org/,-,Maarten Sprenger,Done,"December 15, 2023 2:16 PM",
Just-in-case,DE 10 BESTE bezienswaardigheden in West-Vlaanderen (2023),1,https://www.tripadvisor.nl/Attractions-g188670-Activities-c47-West_Flanders_Province.html,welken gebouwen zijn er in West-Vlaanderen (https://www.notion.so/welken-gebouwen-zijn-er-in-West-Vlaanderen-9955463963434888b2efe464572da3e2?pvs=21),relevant,,tripadvisor.nl  (https://www.notion.so/tripadvisor-nl-edd1f93e68844416b6a25d82e3362406?pvs=21),"Tripadvisor LLC, Tripadvisor, Inc",nvt,navigational,"log_in (geheel/gedeeltelijk),platform (algemeen/specifiek),review/vergelijkings-sites,user_generated_content",commercieel,Online-bedrijven,Vragen,"company_promotion,many_ads",,,"informatieproduct div. commercieel,review/vergelijkings-sites",5,1,,https://www.tripadvisor.nl,-,Maarten Sprenger,Done,"December 15, 2023 1:54 PM",
Just-in-case,Hét autosportmagazine op internet | Autosport.nl,1,https://autosport.nl/,autosport (https://www.notion.so/autosport-6b61514b14c244b1ae64b1549603bf96?pvs=21),relevant,homepage,autosport.nl (https://www.notion.so/autosport-nl-42847eff245148f7a5fdccf97b1ba1e9?pvs=21),autosport.nl,nvt,navigational,"journalistiek,nieuws",commercieel,Uitgevers (div. commercieel),Eén woord,"company_promotion,limited_ads",,,informatieproduct div. commercieel,5,1,,https://autosport.nl/,-,Maarten Sprenger,Done,"December 15, 2023 12:33 PM",
Nee,"Verkeersschool Post IJmuiden Haal je rijbewijs o.a. autorijles, motorrijles",1,https://verkeersschoolpost.nl/,post moter (https://www.notion.so/post-moter-7a717ac1c1544b6ba91015272f249e04?pvs=21),niet_relevant,homepage,verkeersschoolpost.nl (https://www.notion.so/verkeersschoolpost-nl-4bc09fd881ef4124b5358ba46bf0fcf7?pvs=21),verkeersschoolpost.nl/,nvt,transactional,bedrijfsinfo/uithangbord,commercieel,Winkels en bedrijven div,2 of meer woorden,no_ads,,,product-/bedrijfsinfo + uithangbord,0,1,,https://verkeersschoolpost.nl/,-,Maarten Sprenger,Done,"December 15, 2023 12:16 PM",
Ja,Ik heb diarree | Thuisarts.nl,1,https://www.thuisarts.nl/diarree/ik-heb-diarree,diaree (https://www.notion.so/diaree-6a45ff965d704d6f85312d9845e57eca?pvs=21),relevant,,thuisarts.nl (https://www.notion.so/thuisarts-nl-395c54e3a5e848d4b7fcd393227ca148?pvs=21),"Thuisarts.nl, Het Nederlands Huisartsen Genootschap (NHG)",redelijk_begrijpelijk,informatief,"informatie_primair_doel,kennisbank/centrum,positief-gevalideerd,vakinformatie/beroepsinfo",not_for_profit,Beroeps/Branche-verenigingen,Eén woord,no_ads,,,"kwaliteitsinfo-gezondheidsorganisaties,positief-gevalideerd",2,1,,https://www.thuisarts.nl/,- (1x klokhuis -1e),Maarten Sprenger,Done,"December 15, 2023 11:49 AM","gezondheid,lichaam,zelfzorg"
Ja,Engeland - Wikipedia,1,https://nl.wikipedia.org/wiki/Engeland,engeland (https://www.notion.so/engeland-6f3791c643704d2994797d704b2f1fc1?pvs=21),relevant,,wikipedia.org  (https://www.notion.so/wikipedia-org-e3d64286bdb549248cfdba53a463a692?pvs=21),Wikimedia Foundation inc,complex,informatief,"community,informatie_primair_doel,user_generated_content,wiki",not_for_profit,NGO/Goede doelen site,Eén woord,no_ads,,,gebruikersplatform met kwaliteitsinformatie,1,1,,https://nl.wikipedia.org/,-,Maarten Sprenger,Done,"December 15, 2023 11:12 AM",
Ja,Marrons - Wikipedia,1,https://nl.wikipedia.org/wiki/Marrons,marrons (https://www.notion.so/marrons-70e7e95014d74e6c88cf3671e5f50aba?pvs=21),relevant,,wikipedia.org  (https://www.notion.so/wikipedia-org-e3d64286bdb549248cfdba53a463a692?pvs=21),Wikimedia Foundation inc,redelijk_begrijpelijk,informatief,"community,informatie_primair_doel,user_generated_content,wiki",not_for_profit,NGO/Goede doelen site,Eén woord,no_ads,,,gebruikersplatform met kwaliteitsinformatie,1,1,,https://nl.wikipedia.org/,-,Maarten Sprenger,Done,"December 15, 2023 10:34 AM",
Just-in-case,Vertrekhal Schiphol » Alle Info over de Schiphol Terminals,1,"https://www.vliegenenparkeren.nl/blog/vertrekhal-schiphol#:~:text=In%20vertrekhal%201%20Schiphol%20vindt,er%20is%20een%20informatiebalie%20aanwezig.",vertrekhal met inchekbalie (https://www.notion.so/vertrekhal-met-inchekbalie-78dbdc396240421c993bb2b8727b26c4?pvs=21),relevant,,vliegenenparkeren.nl (https://www.notion.so/vliegenenparkeren-nl-c448ba31653f488abcec1a83b11d9064?pvs=21),Vliegen en Parkeren is onderdeel van ROOSH Platforms B.V. https://roosh.group/about/,nvt,informatief,"portal,promotioneel",commercieel,Online-bedrijven,2 of meer woorden,company_promotion,,,"aggregator/contentfarm,informatieproduct div. commercieel",3,1,,https://www.vliegenenparkeren.nl/,"- ",Maarten Sprenger,Almost completed,"December 15, 2023 9:50 AM",
Ja,Watersnoodramp 1953 - Canon van Nederland,1,https://www.canonvannederland.nl/nl/zeeland/vensters-op-zeeuws-erfgoed/watersnoodramp,westerschelde waternoodsramp (https://www.notion.so/westerschelde-waternoodsramp-6473fc88d3094cd39885faad4640d189?pvs=21),relevant,,canonvannederland.nl (https://www.notion.so/canonvannederland-nl-663e925bfa8742729183fa013ae14d33?pvs=21),Nederlands Openluchtmuseum / canonvannederland.nl,redelijk_begrijpelijk,informatief,"doelgroep PO/8-12,doelgroep VO/12+,informatie_primair_doel,kennisbank/centrum",not_for_profit,Musea en archieven,2 of meer woorden,no_ads,,Resultaten v query zijn ok!,kwaliteitsinfo-onderwijs (gratis),4,1,,https://www.canonvannederland.nl/,-,Maarten Sprenger,Done,"December 14, 2023 7:21 PM",geschiedenis
Ja,Aanhalingstekens (algemeen) - Taaladvies.net,1,"https://taaladvies.net/aanhalingstekens-algemeen/#:~:text=Inleiding%20Top,dubbele%20aanhalingstekens%E2%80%9D%2C%20zei%20hij.",wat is een begin aanhaling (https://www.notion.so/wat-is-een-begin-aanhaling-6329aefd56cf4f23aaea6fd231d6bcae?pvs=21),relevant,,taaladvies.net (https://www.notion.so/taaladvies-net-dca1793b028f4f299d9047302c0a0078?pvs=21),"Samenwerking van Taalunie, Instituut voor de Nederlandse Taal, Team Taaladvies, Onze taal",complex,informatief,"informatie_primair_doel,onderwijscontent,samenwerkingsproject",not_for_profit,Federatieve instelling/unie,Vragen,no_ads,,,"kennisbank/centrum +,kwaliteitsinformatie-div",1,1,,https://taaladvies.net/,-,Maarten Sprenger,Almost completed,"December 14, 2023 7:05 PM",
Just-in-case,Romijn - Herkomst en betekenis van de naam Romijn | 24Baby.nl,1,"https://www.24baby.nl/babynamen/romijn/#:~:text=Romijn%20is%20een%20unisexnaam%20die,Rome%20(Itali%C3%AB)'%20betekent.",waar komt de naam Romen van (https://www.notion.so/waar-komt-de-naam-Romen-van-626decfebd924478881e2a0024323854?pvs=21),relevant,,24baby.nl (https://www.notion.so/24baby-nl-0d436b9618564c0096de6eec9e31c4fb?pvs=21),24baby,redelijk_begrijpelijk,informatief,"link/reclamevehikel,nieuws,promotioneel,webshop",commercieel,Winkels en bedrijven div,Vragen,over_the_top_ads,vage promotionele pagina,,informatieproduct div. commercieel,5,1,,https://www.24baby.nl/,"1..3, 5, 7",Maarten Sprenger,Done,"December 14, 2023 6:51 PM",
Just-in-case,Pepernoten / kruidnoten bakken - LeukeRecepten,1,https://www.leukerecepten.nl/recepten/pepernoten/,pepernooten recept (https://www.notion.so/pepernooten-recept-5f752ea3faea4840addc73c22757639a?pvs=21),relevant,,leukerecepten.nl (https://www.notion.so/leukerecepten-nl-0bd9af972d9e4ac89eea0398531c58c7?pvs=21),Sandra Waterschoot Koopmans en  Eric,eenvoudig,informatief,"promotioneel,webshop",commercieel,Individuele personen div,2 of meer woorden,"affiliate_marketing_2/24,many_ads",,,"blog/vlog commercieel,webshop/winkel+promotioneel deel",6,1,,https://www.leukerecepten.nl,- (1 x klokhuis),Maarten Sprenger,Done,"December 14, 2023 6:35 PM",
Just-in-case,plaatjes van vulkaan - Google Zoeken Afbeeldingen,1,https://www.google.nl/search?sca_esv=590945601&q=plaatjes+van+vulkaan&tbm=isch&source=univ&fir=f6y1Omz0DxCocM%252Cnzz5oOi4zNpD_M%252C_%253BMu0Xci1zYOxpAM%252COOas9ql7ugiGYM%252C_%253BCIIxjp8_YoPFsM%252Cg6Kqx5bVxc97fM%252C_%253BkiTUblWbSVFbgM%252CTQ6EGwhdhjpGcM%252C_%253B0cC1sg5M4E2LcM%252CS9JBxl4YHwxKAM%252C_%253BbIsbMbmEBDHLDM%252C2hVPo1Wp3VwcQM%252C_%253BOlP-9T_Ig2d5CM%252CPSN1okYCpbSqNM%252C_%253BkqGNjZCCTJ_CMM%252CHBimH0EdUFKqSM%252C_%253B5qTYJEkopxfRvM%252CkEHh_3Eh5Q7kkM%252C_%253BQuSpG5lthbj2KM%252CS9JBxl4YHwxKAM%252C_%253BZwkdzjMDg1vLnM%252CgNZtO5bxpiHcPM%252C_%253BM8QgzCDzg8OxOM%252C7Wbxs9veT1qJUM%252C_&usg=AI4_-kTpts7M1mb630ylBmAic8sdxYKrqA,plaatjes van vulkaan (https://www.notion.so/plaatjes-van-vulkaan-5d90ae9a93384e95a19994c43e348d45?pvs=21),relevant,zoekmachine_facet_link,google.nl/com (https://www.notion.so/google-nl-com-7c0c28e0af774374ba7898b99657f780?pvs=21),Aphabet,nvt,navigational,"BigTech,zoekmachines",commercieel,BigTech,2 of meer woorden,many_ads,,,informatieproduct div. commercieel,13,1,,https://www.google.com/,-,Maarten Sprenger,Almost completed,"December 14, 2023 6:05 PM",
Ja,Giraffe | Alle informatie | Beekse Bergen,1,https://www.beeksebergen.nl/op-safari/dieren/giraffe,waar leven giraffen (https://www.notion.so/waar-leven-giraffen-5cf76a29daaa460b850a0458980022e1?pvs=21),relevant,,beeksebergen.nl (https://www.notion.so/beeksebergen-nl-3d935371771e4c5f98359d5931797c15?pvs=21),Safaripark Beekse Bergen. Libéma is eigenaar van Beekse Bergen,complex,informatief,"(product)informatie ihkv verkoop/bezoek,about-voorbeeld,bedrijfsinfo/uithangbord,edutainment,kennisbank/centrum,promotioneel",commercieel,Dierentuinen (stichting/bedrijf),Vragen,company_promotion,,,product-/bedrijfsinfo + uithangbord,19,1,,https://www.beeksebergen.nl,"1, 3",Maarten Sprenger,Needs peer-review,"December 14, 2023 5:17 PM",dieren
Ja,Spiere - Wikipedia,1,https://nl.wikipedia.org/wiki/Spiere,spiere (https://www.notion.so/spiere-3dec73a148c846c3a209a95df161f7a9?pvs=21),relevant,,wikipedia.org  (https://www.notion.so/wikipedia-org-e3d64286bdb549248cfdba53a463a692?pvs=21),Wikimedia Foundation inc,complex,informatief,"community,informatie_primair_doel,user_generated_content,wiki",not_for_profit,NGO/Goede doelen site,Eén woord,no_ads,,,gebruikersplatform met kwaliteitsinformatie,1,1,,https://nl.wikipedia.org/,-,Maarten Sprenger,Done,"December 14, 2023 4:53 PM",
Just-in-case,Sierra Leone - Lion Heart Foundation,1,"https://lion-heart.nl/sierra-leone/#:~:text=De%20bevolking%20van%20Sierra%20Leone,%2C%20en%20Krio%20(Creools).",welke stammen zijn er in sierra leone (https://www.notion.so/welke-stammen-zijn-er-in-sierra-leone-58bf738f4d8d4516ae99b3c867324f93?pvs=21),relevant,,lion-heart.nl (https://www.notion.so/lion-heart-nl-f28822f79d374efe9e14b796da9f3e25?pvs=21),Lion Heart Foundation,complex,informatief,"bedrijfsinfo/uithangbord,promotioneel",not_for_profit,NGO/Goede doelen site,Vragen,company_promotion,rommelige tekst,,informatie in het kader van goed doel,1,1,,https://lion-heart.nl/,-,Maarten Sprenger,Done,"December 14, 2023 3:05 PM",
Ja,Egyptische piramide - Wikipedia,1,"https://nl.wikipedia.org/wiki/Egyptische_piramide#:~:text=De%20bekendste%20piramiden%20zijn%20de,bij%20de%20Egyptische%20hoofdstad%20Ca%C3%AFro.",belangrijkste piramide (https://www.notion.so/belangrijkste-piramide-558862a6e95a4e1ca0feca88f0a08949?pvs=21),relevant,,wikipedia.org  (https://www.notion.so/wikipedia-org-e3d64286bdb549248cfdba53a463a692?pvs=21),Wikimedia Foundation inc,complex,informatief,"community,informatie_primair_doel,user_generated_content,wiki",not_for_profit,NGO/Goede doelen site,2 of meer woorden,no_ads,,,gebruikersplatform met kwaliteitsinformatie,1,1,,https://nl.wikipedia.org/,2,Maarten Sprenger,Done,"December 14, 2023 2:35 PM",
Ja,Trilling - Wikipedia,1,https://nl.wikipedia.org/wiki/Trilling,trilling (https://www.notion.so/trilling-4e379957ae6d409e9c5ae4d64e941c0a?pvs=21),relevant,,wikipedia.org  (https://www.notion.so/wikipedia-org-e3d64286bdb549248cfdba53a463a692?pvs=21),Wikimedia Foundation inc,complex,informatief,"community,informatie_primair_doel,user_generated_content,wiki",not_for_profit,NGO/Goede doelen site,Eén woord,no_ads,,,gebruikersplatform met kwaliteitsinformatie,1,1,,https://nl.wikipedia.org/,-,Maarten Sprenger,Done,"December 14, 2023 2:17 PM",
Nee,Elektrische Kindermotor Kopen? Gratis bezorging | Carkiddo.nl - CarKiddo,1,https://www.carkiddo.nl/kindermotors/,kindermotors (https://www.notion.so/kindermotors-4bbda4a3433f4ec09655bab8d8352779?pvs=21),misschien,webshop_result_page,carkiddo.nl (https://www.notion.so/carkiddo-nl-cc45a9c2988e442291111c80cc17fbda?pvs=21),CarKiddo,nvt,transactional,webshop,commercieel,Winkels en bedrijven div,Eén woord,company_promotion,,(Bijna) alleen shops op de query,webshop/winkel+promotioneel deel,6,1,,https://www.carkiddo.nl/,-,Maarten Sprenger,Done,"December 14, 2023 1:57 PM",
Nee,Mobiele telefoons | MediaMarkt,1,https://www.mediamarkt.nl/nl/category/mobiele-telefoons-282.html,telefoon (https://www.notion.so/telefoon-45535dd2e1ad4c1bb92912bcffbd8109?pvs=21),misschien,webshop_result_page,mediamarkt.nl (https://www.notion.so/mediamarkt-nl-f3542cead651423f836ae7db0fb59abd?pvs=21),MediaMarkt,nvt,transactional,webshop,commercieel,Winkels en bedrijven div,Eén woord,company_promotion,,,alleen webshop,25,1,,https://www.mediamarkt.nl/,-,Maarten Sprenger,Done,"December 14, 2023 1:27 PM",
